"","x"
"2499",7
"2500",5
"2501",12
"2502",4
"2503",0
"2504",12
"2505",9
"2506",17
"2507",23
"2508",7
"2509",21
"2510",6
"2511",5
"2512",16
"2513",12
"2514",9
"2515",1
"2516",0
"2517",10
"2518",13
"2519",0
"2520",0
"2521",6
"2522",8
"2523",5
"2524",10
"2525",9
"2526",7
"2527",0
"2528",6
"2529",2
"2530",6
"2531",9
"2532",10
"2533",12
"2534",6
"2535",8
"2536",6
"2537",18
"2538",7
"2539",2
"2540",2
"2541",12
"2542",5
"2543",5
"2544",2
"2545",1
"2546",0
"2547",0
"2548",3
"2549",6
"2550",10
"2551",19
"2552",8
"2553",10
"2554",9
"2555",8
"2556",4
"2557",1
"2558",19
"2559",21
"2560",1
"2561",7
"2562",2
"2563",0
"2564",4
"2565",1
"2566",7
"2567",0
"2568",15
"2569",0
"2570",4
"2571",0
"2572",5
"2573",9
"2574",4
"2575",7
"2576",0
"2577",8
"2578",2
"2579",8
"2580",13
"2581",8
"2582",6
"2583",7
"2584",1
"2585",7
"2586",7
"2587",0
"2588",9
"2589",13
"2590",19
"2591",9
"2592",6
"2593",5
"2594",10
"2595",6
"2596",11
"2597",11
"2598",0
"2599",1
"2600",2
"2601",9
"2602",18
"2603",2
"2604",22
"2605",0
"2606",5
"2607",10
"2608",0
"2609",9
"2610",2
"2611",0
"2612",0
"2613",11
"2614",12
"2615",14
"2616",7
"2617",2
"2618",5
"2619",23
"2620",1
"2621",9
"2622",4
"2623",1
"2624",11
"2625",12
"2626",2
"2627",5
"2628",3
"2629",10
"2630",2
"2631",9
"2632",6
"2633",19
"2634",10
"2635",4
"2636",8
"2637",9
"2638",5
"2639",5
"2640",11
"2641",2
"2642",8
"2643",1
"2644",5
"2645",2
"2646",17
"2647",0
"2648",2
"2649",2
"2650",4
"2651",10
"2652",19
"2653",12
"2654",18
"2655",9
"2656",19
"2657",5
"2658",8
"2659",13
"2660",1
"2661",23
"2662",11
"2663",10
"2664",8
"2665",6
"2666",10
"2667",20
"2668",2
"2669",4
"2670",4
"2671",1
"2672",9
"2673",9
"2674",12
"2675",3
"2676",0
"2677",7
"2678",6
"2679",8
"2680",20
"2681",15
"2682",3
"2683",8
"2684",11
"2685",8
"2686",12
"2687",2
"2688",19
"2689",1
"2690",19
"2691",11
"2692",3
"2693",14
"2694",14
"2695",0
"2696",10
"2697",5
"2698",2
"2699",13
"2700",8
"2701",5
"2702",12
"2703",6
"2704",8
"2705",14
"2706",0
"2707",5
"2708",20
"2709",0
"2710",8
"2711",1
"2712",2
"2713",0
"2714",11
"2715",11
"2716",9
"2717",22
"2718",1
"2719",8
"2720",0
"2721",2
"2722",10
"2723",6
"2724",8
"2725",11
"2726",12
"2727",14
"2728",0
"2729",7
"2730",1
"2731",5
"2732",11
"2733",7
"2734",6
"2735",4
"2736",2
"2737",6
"2738",8
"2739",17
"2740",9
"2741",0
"2742",9
"2743",5
"2744",11
"2745",3
"2746",11
"2747",2
"2748",11
"2749",15
"2750",0
"2751",7
"2752",1
"2753",3
"2754",1
"2755",8
"2756",5
"2757",8
"2758",6
"2759",30
"2760",7
"2761",9
"2762",12
"2763",2
"2764",5
"2765",10
"2766",4
"2767",6
"2768",0
"2769",2
"2770",4
"2771",10
"2772",2
"2773",0
"2774",9
"2775",8
"2776",6
"2777",0
"2778",18
"2779",9
"2780",2
"2781",5
"2782",4
"2783",2
"2784",1
"2785",9
"2786",8
"2787",1
"2788",2
"2789",0
"2790",0
"2791",16
"2792",12
"2793",3
"2794",1
"2795",0
"2796",10
"2797",9
"2798",9
"2799",9
"2800",3
"2801",8
"2802",12
"2803",11
"2804",4
"2805",1
"2806",6
"2807",0
"2808",0
"2809",16
"2810",12
"2811",0
"2812",6
"2813",11
"2814",10
"2815",9
"2816",15
"2817",1
"2818",2
"2819",18
"2820",20
"2821",0
"2822",0
"2823",4
"2824",13
"2825",6
"2826",0
"2827",8
"2828",2
"2829",10
"2830",0
"2831",18
"2832",2
"2833",9
"2834",1
"2835",2
"2836",2
"2837",8
"2838",8
"2839",16
"2840",14
"2841",9
"2842",9
"2843",0
"2844",3
"2845",9
"2846",3
"2847",1
"2848",3
"2849",8
"2850",1
"2851",17
"2852",0
"2853",6
"2854",10
"2855",9
"2856",0
"2857",0
"2858",0
"2859",0
"2860",0
"2861",3
"2862",0
"2863",18
"2864",0
"2865",8
"2866",8
"2867",10
"2868",17
"2869",15
"2870",0
"2871",0
"2872",9
"2873",5
"2874",1
"2875",8
"2876",15
"2877",0
"2878",13
"2879",1
"2880",11
"2881",1
"2882",22
"2883",6
"2884",8
"2885",14
"2886",22
"2887",2
"2888",8
"2889",3
"2890",15
"2891",0
"2892",10
"2893",6
"2894",13
"2895",12
"2896",3
"2897",15
"2898",8
"2899",7
"2900",6
"2901",19
"2902",2
"2903",3
"2904",3
"2905",15
"2906",9
"2907",15
"2908",0
"2909",9
"2910",2
"2911",4
"2912",1
"2913",19
"2914",1
"2915",4
"2916",4
"2917",30
"2918",9
"2919",13
"2920",3
"2921",14
"2922",20
"2923",4
"2924",1
"2925",15
"2926",14
"2927",9
"2928",4
"2929",21
"2930",2
"2931",7
"2932",13
"2933",15
"2934",11
"2935",9
"2936",1
"2937",6
"2938",9
"2939",3
"2940",0
"2941",2
"2942",5
"2943",2
"2944",5
"2945",9
"2946",10
"2947",0
"2948",7
"2949",16
"2950",5
"2951",4
"2952",18
"2953",7
"2954",9
"2955",3
"2956",25
"2957",2
"2958",0
"2959",8
"2960",4
"2961",15
"2962",1
"2963",3
"2964",0
"2965",4
"2966",0
"2967",0
"2968",5
"2969",14
"2970",7
"2971",21
"2972",24
"2973",12
"2974",10
"2975",11
"2976",0
"2977",3
"2978",19
"2979",8
"2980",3
"2981",0
"2982",9
"2983",12
"2984",16
"2985",3
"2986",10
"2987",2
"2988",4
"2989",14
"2990",5
"2991",14
"2992",9
"2993",0
"2994",2
"2995",2
"2996",18
"2997",7
"2998",10
"2999",6
"3000",2
"3001",12
"3002",4
"3003",8
"3004",5
"3005",5
"3006",4
"3007",3
"3008",6
"3009",10
"3010",2
"3011",1
"3012",8
"3013",1
"3014",0
"3015",6
"3016",5
"3017",7
"3018",9
"3019",1
"3020",17
"3021",9
"3022",3
"3023",8
"3024",15
"3025",22
"3026",16
"3027",7
"3028",2
"3029",6
"3030",0
"3031",0
"3032",13
"3033",24
"3034",5
"3035",11
"3036",5
"3037",9
"3038",11
"3039",3
"3040",15
"3041",4
"3042",5
"3043",3
"3044",2
"3045",6
"3046",3
"3047",10
"3048",2
"3049",18
"3050",12
"3051",12
"3052",3
"3053",2
"3054",2
"3055",17
"3056",8
"3057",0
"3058",2
"3059",7
"3060",0
"3061",4
"3062",9
"3063",15
"3064",20
"3065",9
"3066",2
"3067",12
"3068",9
"3069",15
"3070",15
"3071",3
"3072",8
"3073",6
"3074",0
"3075",14
"3076",12
"3077",4
"3078",1
"3079",1
"3080",0
"3081",17
"3082",2
"3083",4
"3084",10
"3085",0
"3086",11
"3087",2
"3088",6
"3089",12
"3090",7
"3091",9
"3092",5
"3093",15
"3094",2
"3095",1
"3096",9
"3097",3
"3098",1
"3099",16
"3100",2
"3101",12
"3102",1
"3103",10
"3104",0
"3105",1
"3106",16
"3107",8
"3108",17
"3109",6
"3110",10
"3111",14
"3112",9
"3113",8
"3114",10
"3115",8
"3116",16
"3117",15
"3118",2
"3119",3
"3120",1
"3121",1
"3122",12
"3123",0
"3124",16
"3125",2
"3126",7
"3127",0
"3128",1
"3129",8
"3130",7
"3131",11
"3132",17
"3133",6
"3134",22
"3135",17
"3136",2
"3137",7
"3138",11
"3139",5
"3140",11
"3141",15
"3142",3
"3143",23
"3144",5
"3145",6
"3146",15
"3147",1
"3148",13
"3149",3
"3150",7
"3151",4
"3152",21
"3153",2
"3154",5
"3155",1
"3156",8
"3157",3
"3158",6
"3159",10
"3160",11
"3161",7
"3162",14
"3163",4
"3164",16
"3165",14
"3166",12
"3167",7
"3168",13
"3169",16
"3170",10
"3171",2
"3172",0
"3173",8
"3174",7
"3175",9
"3176",13
"3177",7
"3178",5
"3179",3
"3180",3
"3181",0
"3182",4
"3183",11
"3184",1
"3185",12
"3186",3
"3187",1
"3188",1
"3189",1
"3190",8
"3191",9
"3192",0
"3193",12
"3194",13
"3195",12
"3196",18
"3197",6
"3198",11
"3199",8
"3200",11
"3201",12
"3202",11
"3203",0
"3204",11
"3205",4
"3206",9
"3207",20
"3208",0
"3209",0
"3210",27
"3211",4
"3212",11
"3213",2
"3214",10
"3215",5
"3216",10
"3217",7
"3218",10
"3219",3
"3220",2
"3221",0
"3222",11
"3223",7
"3224",0
"3225",2
"3226",6
"3227",0
"3228",10
"3229",7
"3230",0
"3231",1
"3232",6
"3233",0
"3234",16
"3235",19
"3236",2
"3237",0
"3238",1
"3239",0
"3240",6
"3241",16
"3242",3
"3243",2
"3244",2
"3245",0
"3246",9
"3247",13
"3248",0
"3249",5
"3250",3
"3251",11
"3252",1
"3253",7
"3254",10
"3255",2
"3256",14
"3257",18
"3258",13
"3259",0
"3260",11
"3261",1
"3262",1
"3263",20
"3264",2
"3265",9
"3266",9
"3267",6
"3268",20
"3269",5
"3270",3
"3271",8
"3272",6
"3273",1
"3274",4
"3275",14
"3276",0
"3277",13
"3278",12
"3279",13
"3280",10
"3281",6
"3282",7
"3283",1
"3284",10
"3285",9
"3286",3
"3287",2
"3288",22
"3289",4
"3290",3
"3291",7
"3292",12
"3293",1
"3294",6
"3295",21
"3296",24
"3297",1
"3298",3
"3299",3
"3300",6
"3301",1
"3302",0
"3303",5
"3304",24
"3305",0
"3306",22
"3307",5
"3308",6
"3309",18
"3310",7
"3311",2
"3312",8
"3313",1
"3314",17
"3315",2
"3316",4
"3317",19
"3318",0
"3319",8
"3320",23
"3321",0
"3322",13
"3323",8
"3324",1
"3325",9
"3326",5
"3327",6
"3328",5
"3329",0
"3330",2
"3331",15
"3332",19
"3333",11
"3334",0
"3335",20
"3336",2
"3337",9
"3338",6
"3339",2
"3340",29
"3341",4
"3342",16
"3343",2
"3344",6
"3345",0
"3346",6
"3347",13
"3348",3
"3349",3
"3350",14
"3351",20
"3352",21
"3353",4
"3354",17
"3355",3
"3356",0
"3357",4
"3358",9
"3359",3
"3360",7
"3361",11
"3362",1
"3363",14
"3364",1
"3365",1
"3366",15
"3367",3
"3368",0
"3369",3
"3370",0
"3371",14
"3372",3
"3373",12
"3374",10
"3375",4
"3376",1
"3377",12
"3378",9
"3379",6
"3380",12
"3381",0
"3382",11
"3383",9
"3384",7
"3385",6
"3386",23
"3387",12
"3388",11
"3389",12
"3390",26
"3391",0
"3392",3
"3393",0
"3394",14
"3395",4
"3396",1
"3397",18
"3398",10
"3399",1
"3400",4
"3401",0
"3402",1
"3403",4
"3404",0
"3405",24
"3406",3
"3407",7
"3408",11
"3409",5
"3410",14
"3411",14
"3412",0
"3413",2
"3414",1
"3415",13
"3416",0
"3417",7
"3418",2
"3419",2
"3420",6
"3421",2
"3422",12
"3423",3
"3424",3
"3425",2
"3426",16
"3427",18
"3428",11
"3429",12
"3430",11
"3431",2
"3432",1
"3433",14
"3434",10
"3435",6
"3436",2
"3437",9
"3438",5
"3439",3
"3440",7
"3441",4
"3442",10
"3443",0
"3444",23
"3445",2
"3446",7
"3447",11
"3448",19
"3449",10
"3450",17
"3451",12
"3452",5
"3453",11
"3454",11
"3455",15
"3456",8
"3457",8
"3458",14
"3459",8
"3460",13
"3461",22
"3462",1
"3463",4
"3464",9
"3465",5
"3466",0
"3467",18
"3468",7
"3469",7
"3470",11
"3471",10
"3472",5
"3473",7
"3474",1
"3475",27
"3476",11
"3477",15
"3478",6
"3479",0
"3480",30
"3481",1
"3482",0
"3483",16
"3484",4
"3485",0
"3486",4
"3487",0
"3488",10
"3489",11
"3490",2
"3491",9
"3492",1
"3493",11
"3494",1
"3495",5
"3496",9
"3497",5
"3498",3
"3499",28
"3500",0
"3501",5
"3502",13
"3503",9
"3504",6
"3505",1
"3506",0
"3507",1
"3508",10
"3509",6
"3510",7
"3511",7
"3512",1
"3513",1
"3514",0
"3515",18
"3516",1
"3517",10
"3518",14
"3519",5
"3520",8
"3521",9
"3522",10
"3523",8
"3524",8
"3525",25
"3526",16
"3527",7
"3528",6
"3529",3
"3530",0
"3531",0
"3532",11
"3533",5
"3534",26
"3535",11
"3536",12
"3537",0
"3538",13
"3539",9
"3540",0
"3541",8
"3542",6
"3543",10
"3544",14
"3545",11
"3546",7
"3547",15
"3548",12
"3549",2
"3550",9
"3551",7
"3552",5
"3553",0
"3554",20
"3555",8
"3556",8
"3557",10
"3558",11
"3559",13
"3560",23
"3561",14
"3562",14
"3563",7
"3564",15
"3565",6
"3566",8
"3567",28
"3568",6
"3569",4
"3570",0
"3571",14
"3572",7
"3573",1
"3574",6
"3575",12
"3576",11
"3577",19
"3578",11
"3579",28
"3580",11
"3581",8
"3582",6
"3583",25
"3584",9
"3585",3
"3586",2
"3587",5
"3588",11
"3589",0
"3590",18
"3591",9
"3592",10
"3593",10
"3594",3
"3595",11
"3596",1
"3597",15
"3598",1
"3599",9
"3600",14
"3601",0
"3602",11
"3603",6
"3604",6
"3605",2
"3606",25
"3607",4
"3608",9
"3609",1
"3610",6
"3611",0
"3612",0
"3613",11
"3614",3
"3615",5
"3616",20
"3617",16
"3618",7
"3619",14
"3620",12
"3621",23
"3622",4
"3623",26
"3624",7
"3625",2
"3626",0
"3627",7
"3628",6
"3629",22
"3630",18
"3631",9
"3632",7
"3633",4
"3634",0
"3635",22
"3636",2
"3637",22
"3638",0
"3639",5
"3640",11
"3641",19
"3642",3
"3643",10
"3644",0
"3645",0
"3646",2
"3647",14
"3648",26
"3649",2
"3650",12
"3651",10
"3652",13
"3653",14
"3654",1
"3655",5
"3656",9
"3657",15
"3658",0
"3659",2
"3660",10
"3661",0
"3662",0
"3663",17
"3664",8
"3665",2
"3666",4
"3667",23
"3668",0
"3669",0
"3670",0
"3671",5
"3672",13
"3673",8
"3674",6
"3675",1
"3676",22
"3677",11
"3678",5
"3679",6
"3680",13
"3681",5
"3682",0
"3683",0
"3684",7
"3685",2
"3686",2
"3687",2
"3688",4
"3689",1
"3690",0
"3691",20
"3692",3
"3693",15
"3694",7
"3695",0
"3696",7
"3697",0
"3698",3
"3699",1
"3700",2
"3701",4
"3702",13
"3703",4
"3704",3
"3705",13
"3706",27
"3707",18
"3708",0
"3709",10
"3710",11
"3711",3
"3712",1
"3713",2
"3714",24
"3715",2
"3716",10
"3717",11
"3718",18
"3719",2
"3720",3
"3721",2
"3722",8
"3723",2
"3724",2
"3725",9
"3726",0
"3727",0
"3728",3
"3729",2
"3730",13
"3731",7
"3732",20
"3733",4
"3734",18
"3735",0
"3736",9
"3737",0
"3738",5
"3739",22
"3740",9
"3741",7
"3742",9
"3743",8
"3744",11
"3745",4
"3746",22
"3747",0
"3748",7
"3749",5
"3750",11
"3751",4
"3752",0
"3753",9
"3754",9
"3755",4
"3756",4
"3757",15
"3758",2
"3759",8
"3760",20
"3761",12
"3762",11
"3763",4
"3764",2
"3765",1
"3766",6
"3767",8
"3768",1
"3769",7
"3770",2
"3771",6
"3772",7
"3773",1
"3774",2
"3775",10
"3776",5
"3777",8
"3778",13
"3779",20
"3780",0
"3781",6
"3782",2
"3783",9
"3784",5
"3785",0
"3786",11
"3787",12
"3788",14
"3789",2
"3790",14
"3791",10
"3792",8
"3793",3
"3794",14
"3795",1
"3796",16
"3797",0
"3798",13
"3799",18
"3800",1
"3801",14
"3802",9
"3803",7
"3804",11
"3805",3
"3806",18
"3807",3
"3808",12
"3809",14
"3810",8
"3811",13
"3812",10
"3813",3
"3814",19
"3815",19
"3816",10
"3817",0
"3818",4
"3819",4
"3820",6
"3821",0
"3822",3
"3823",2
"3824",18
"3825",0
"3826",9
"3827",5
"3828",10
"3829",3
"3830",1
"3831",22
"3832",3
"3833",2
"3834",11
"3835",18
"3836",6
"3837",17
"3838",4
"3839",16
"3840",13
"3841",18
"3842",14
"3843",4
"3844",10
"3845",9
"3846",3
"3847",9
"3848",0
"3849",7
"3850",7
"3851",1
"3852",10
"3853",12
"3854",3
"3855",3
"3856",22
"3857",30
"3858",11
"3859",7
"3860",7
"3861",17
"3862",7
"3863",0
"3864",19
"3865",3
"3866",15
"3867",3
"3868",4
"3869",13
"3870",1
"3871",7
"3872",12
"3873",4
"3874",6
"3875",10
"3876",1
"3877",0
"3878",9
"3879",0
"3880",7
"3881",6
"3882",7
"3883",1
"3884",16
"3885",22
"3886",10
"3887",7
"3888",7
"3889",6
"3890",10
"3891",12
"3892",10
"3893",2
"3894",14
"3895",7
"3896",6
"3897",9
"3898",5
"3899",5
"3900",3
"3901",2
"3902",5
"3903",5
"3904",5
"3905",0
"3906",7
"3907",1
"3908",1
"3909",5
"3910",0
"3911",3
"3912",13
"3913",10
"3914",8
"3915",15
"3916",2
"3917",4
"3918",5
"3919",0
"3920",0
"3921",15
"3922",8
"3923",13
"3924",1
"3925",8
"3926",4
"3927",6
"3928",7
"3929",0
"3930",0
"3931",3
"3932",0
"3933",2
"3934",9
"3935",5
"3936",2
"3937",15
"3938",8
"3939",16
"3940",4
"3941",5
"3942",9
"3943",7
"3944",18
"3945",5
"3946",4
"3947",6
"3948",6
"3949",18
"3950",17
"3951",5
"3952",10
"3953",8
"3954",11
"3955",11
"3956",1
"3957",1
"3958",0
"3959",14
"3960",3
"3961",4
"3962",9
"3963",4
"3964",10
"3965",2
"3966",12
"3967",10
"3968",19
"3969",13
"3970",6
"3971",10
"3972",6
"3973",7
"3974",1
"3975",11
"3976",7
"3977",3
"3978",1
"3979",16
"3980",6
"3981",10
"3982",5
"3983",1
"3984",0
"3985",11
"3986",0
"3987",5
"3988",13
"3989",3
"3990",19
"3991",5
"3992",3
"3993",16
"3994",5
"3995",7
"3996",15
"3997",8
"3998",0
"3999",2
"4000",8
"4001",11
"4002",11
"4003",8
"4004",18
"4005",1
"4006",11
"4007",24
"4008",9
"4009",6
"4010",0
"4011",0
"4012",3
"4013",6
"4014",6
"4015",2
"4016",0
"4017",6
"4018",11
"4019",6
"4020",12
"4021",6
"4022",11
"4023",0
"4024",3
"4025",15
"4026",10
"4027",3
"4028",0
"4029",16
"4030",4
"4031",7
"4032",3
"4033",4
"4034",0
"4035",6
"4036",6
"4037",4
"4038",9
"4039",5
"4040",4
"4041",2
"4042",0
"4043",3
"4044",2
"4045",14
"4046",6
"4047",0
"4048",3
"4049",15
"4050",1
"4051",19
"4052",2
"4053",18
"4054",4
"4055",0
"4056",0
"4057",7
"4058",1
"4059",0
"4060",10
"4061",1
"4062",12
"4063",11
"4064",4
"4065",9
"4066",6
"4067",0
"4068",1
"4069",2
"4070",4
"4071",9
"4072",7
"4073",9
"4074",21
"4075",2
"4076",0
"4077",6
"4078",15
"4079",0
"4080",18
"4081",8
"4082",11
"4083",9
"4084",3
"4085",5
"4086",5
"4087",3
"4088",4
"4089",7
"4090",3
"4091",9
"4092",0
"4093",8
"4094",0
"4095",9
"4096",6
"4097",5
"4098",1
"4099",1
"4100",9
"4101",6
"4102",7
"4103",3
"4104",28
"4105",12
"4106",0
"4107",1
"4108",12
"4109",11
"4110",2
"4111",9
"4112",2
"4113",3
"4114",8
"4115",5
"4116",7
"4117",10
"4118",1
"4119",0
"4120",1
"4121",0
"4122",23
"4123",16
"4124",11
"4125",2
"4126",5
"4127",5
"4128",6
"4129",5
"4130",17
"4131",10
"4132",5
"4133",10
"4134",9
"4135",7
"4136",27
"4137",8
"4138",0
"4139",4
"4140",0
"4141",25
"4142",7
"4143",0
"4144",19
"4145",0
"4146",10
"4147",5
"4148",0
"4149",4
"4150",1
"4151",18
"4152",8
"4153",13
"4154",12
"4155",0
"4156",12
"4157",2
"4158",9
"4159",1
"4160",0
"4161",16
"4162",1
"4163",6
"4164",0
"4165",7
"4166",1
"4167",17
"4168",23
"4169",0
"4170",11
"4171",1
"4172",5
"4173",7
"4174",15
"4175",21
"4176",12
"4177",12
"4178",0
"4179",6
"4180",3
"4181",19
"4182",10
"4183",0
"4184",11
"4185",9
"4186",6
"4187",15
"4188",3
"4189",16
"4190",2
"4191",2
"4192",13
"4193",4
"4194",2
"4195",13
"4196",1
"4197",10
"4198",3
"4199",11
"4200",11
"4201",3
"4202",11
"4203",1
"4204",1
"4205",5
"4206",10
"4207",18
"4208",14
"4209",11
"4210",14
"4211",12
"4212",1
"4213",23
"4214",0
"4215",10
"4216",6
"4217",8
"4218",0
"4219",1
"4220",4
"4221",9
"4222",6
"4223",0
"4224",10
"4225",13
"4226",0
"4227",7
"4228",9
"4229",9
"4230",10
"4231",8
"4232",4
"4233",0
"4234",11
"4235",5
"4236",3
"4237",5
"4238",13
"4239",3
"4240",5
"4241",3
"4242",1
"4243",15
"4244",17
"4245",3
"4246",13
"4247",1
"4248",10
"4249",5
"4250",5
"4251",4
"4252",6
"4253",0
"4254",5
"4255",20
"4256",0
"4257",13
"4258",9
"4259",6
"4260",2
"4261",7
"4262",6
"4263",15
"4264",1
"4265",16
"4266",20
"4267",8
"4268",12
"4269",1
"4270",1
"4271",8
"4272",7
"4273",13
"4274",3
"4275",2
"4276",8
"4277",9
"4278",3
"4279",10
"4280",2
"4281",9
"4282",1
"4283",3
"4284",16
"4285",18
"4286",9
"4287",4
"4288",1
"4289",9
"4290",18
"4291",1
"4292",14
"4293",5
"4294",1
"4295",3
"4296",1
"4297",8
"4298",11
"4299",8
"4300",2
"4301",3
"4302",1
"4303",4
"4304",8
"4305",2
"4306",2
"4307",6
"4308",3
"4309",11
"4310",1
"4311",16
"4312",4
"4313",4
"4314",3
"4315",9
"4316",5
"4317",19
"4318",8
"4319",12
"4320",20
"4321",14
"4322",1
"4323",25
"4324",0
"4325",15
"4326",10
"4327",10
"4328",13
"4329",9
"4330",6
"4331",6
"4332",6
"4333",7
"4334",9
"4335",0
"4336",4
"4337",14
"4338",8
"4339",4
"4340",9
"4341",0
"4342",2
"4343",4
"4344",4
"4345",7
"4346",3
"4347",18
"4348",4
"4349",11
"4350",4
"4351",0
"4352",10
"4353",11
"4354",2
"4355",9
"4356",2
"4357",21
"4358",22
"4359",13
"4360",13
"4361",1
"4362",0
"4363",0
"4364",11
"4365",3
"4366",5
"4367",2
"4368",5
"4369",2
"4370",16
"4371",0
"4372",8
"4373",8
"4374",5
"4375",4
"4376",9
"4377",6
"4378",10
"4379",9
"4380",9
"4381",5
"4382",0
"4383",4
"4384",0
"4385",0
"4386",10
"4387",2
"4388",15
"4389",7
"4390",15
"4391",9
"4392",7
"4393",2
"4394",18
"4395",5
"4396",7
"4397",4
"4398",5
"4399",6
"4400",0
"4401",4
"4402",0
"4403",3
"4404",1
"4405",6
"4406",0
"4407",0
"4408",1
"4409",0
"4410",10
"4411",2
"4412",4
"4413",15
"4414",8
"4415",11
"4416",5
"4417",7
"4418",4
"4419",9
"4420",12
"4421",12
"4422",20
"4423",1
"4424",0
"4425",7
"4426",12
"4427",0
"4428",12
"4429",2
"4430",9
"4431",0
"4432",12
"4433",8
"4434",7
"4435",9
"4436",13
"4437",2
"4438",2
"4439",3
"4440",0
"4441",12
"4442",10
"4443",3
"4444",1
"4445",6
"4446",12
"4447",1
"4448",7
"4449",11
"4450",10
"4451",10
"4452",6
"4453",3
"4454",5
"4455",14
"4456",6
"4457",5
"4458",16
"4459",6
"4460",6
"4461",3
"4462",9
"4463",26
"4464",0
"4465",4
"4466",18
"4467",10
"4468",8
"4469",11
"4470",0
"4471",0
"4472",6
"4473",3
"4474",7
"4475",4
"4476",2
"4477",6
"4478",1
"4479",7
"4480",12
"4481",3
"4482",3
"4483",0
"4484",3
"4485",18
"4486",3
"4487",19
"4488",1
"4489",9
"4490",14
"4491",9
"4492",8
"4493",2
"4494",21
"4495",8
"4496",4
"4497",15
"4498",12
"4499",1
"4500",1
"4501",9
"4502",2
"4503",1
"4504",6
"4505",19
"4506",6
"4507",4
"4508",10
"4509",0
"4510",1
"4511",6
"4512",6
"4513",14
"4514",1
"4515",0
"4516",14
"4517",1
"4518",0
"4519",6
"4520",0
"4521",7
"4522",6
"4523",19
"4524",16
"4525",18
"4526",10
"4527",1
"4528",8
"4529",14
"4530",1
"4531",0
"4532",6
"4533",0
"4534",0
"4535",10
"4536",0
"4537",4
"4538",12
"4539",10
"4540",4
"4541",1
"4542",2
"4543",7
"4544",0
"4545",7
"4546",8
"4547",3
"4548",21
"4549",0
"4550",4
"4551",10
"4552",14
"4553",4
"4554",5
"4555",1
"4556",10
"4557",5
"4558",24
"4559",4
"4560",16
"4561",3
"4562",16
"4563",8
"4564",3
"4565",12
"4566",4
"4567",7
"4568",9
"4569",11
"4570",0
"4571",23
"4572",13
"4573",12
"4574",10
"4575",17
"4576",7
"4577",10
"4578",15
"4579",10
"4580",2
"4581",7
"4582",9
"4583",5
"4584",0
"4585",12
"4586",1
"4587",4
"4588",2
"4589",12
"4590",4
"4591",7
"4592",3
"4593",2
"4594",15
"4595",4
"4596",1
"4597",9
"4598",1
"4599",6
"4600",14
"4601",8
"4602",11
"4603",10
"4604",7
"4605",2
"4606",18
"4607",6
"4608",4
"4609",0
"4610",5
"4611",1
"4612",1
"4613",7
"4614",0
"4615",7
"4616",1
"4617",3
"4618",6
"4619",10
"4620",19
"4621",4
"4622",2
"4623",0
"4624",8
"4625",11
"4626",26
"4627",15
"4628",2
"4629",9
"4630",13
"4631",0
"4632",0
"4633",15
"4634",3
"4635",1
"4636",19
"4637",12
"4638",3
"4639",7
"4640",11
"4641",20
"4642",2
"4643",4
"4644",8
"4645",10
"4646",0
"4647",10
"4648",2
"4649",4
"4650",4
"4651",10
"4652",4
"4653",11
"4654",14
"4655",15
"4656",17
"4657",0
"4658",25
"4659",0
"4660",3
"4661",6
"4662",18
"4663",4
"4664",7
"4665",7
"4666",10
"4667",0
"4668",2
"4669",5
"4670",4
"4671",1
"4672",15
"4673",11
"4674",3
"4675",3
"4676",7
"4677",2
"4678",14
"4679",3
"4680",4
"4681",7
"4682",3
"4683",16
"4684",3
"4685",1
"4686",2
"4687",7
"4688",9
"4689",1
"4690",17
"4691",11
"4692",2
"4693",13
"4694",13
"4695",16
"4696",23
"4697",0
"4698",3
"4699",3
"4700",3
"4701",3
"4702",11
"4703",6
"4704",2
"4705",13
"4706",2
"4707",1
"4708",12
"4709",3
"4710",0
"4711",13
"4712",0
"4713",2
"4714",16
"4715",5
"4716",8
"4717",1
"4718",10
"4719",7
"4720",6
"4721",3
"4722",8
"4723",0
"4724",21
"4725",4
"4726",8
"4727",3
"4728",9
"4729",7
"4730",9
"4731",6
"4732",2
"4733",0
"4734",5
"4735",15
"4736",4
"4737",8
"4738",5
"4739",24
"4740",11
"4741",7
"4742",25
"4743",6
"4744",2
"4745",19
"4746",13
"4747",6
"4748",27
"4749",18
"4750",10
"4751",0
"4752",4
"4753",17
"4754",11
"4755",6
"4756",11
"4757",16
"4758",8
"4759",4
"4760",22
"4761",18
"4762",11
"4763",22
"4764",18
"4765",11
"4766",0
"4767",10
"4768",5
"4769",15
"4770",0
"4771",0
"4772",5
"4773",4
"4774",11
"4775",1
"4776",11
"4777",0
"4778",6
"4779",7
"4780",0
"4781",1
"4782",21
"4783",7
"4784",16
"4785",12
"4786",0
"4787",0
"4788",6
"4789",11
"4790",2
"4791",18
"4792",0
"4793",10
"4794",22
"4795",0
"4796",1
"4797",11
"4798",14
"4799",8
"4800",6
"4801",4
"4802",5
"4803",0
"4804",3
"4805",10
"4806",21
"4807",11
"4808",14
"4809",10
"4810",13
"4811",2
"4812",0
"4813",10
"4814",7
"4815",5
"4816",18
"4817",0
"4818",0
"4819",3
"4820",9
"4821",14
"4822",6
"4823",11
"4824",5
"4825",20
"4826",6
"4827",10
"4828",2
"4829",2
"4830",20
