"","x"
"2499",1
"2500",7
"2501",9
"2502",1
"2503",7
"2504",2
"2505",6
"2506",6
"2507",10
"2508",10
"2509",7
"2510",11
"2511",2
"2512",4
"2513",5
"2514",9
"2515",5
"2516",6
"2517",12
"2518",6
"2519",2
"2520",3
"2521",7
"2522",5
"2523",10
"2524",5
"2525",8
"2526",8
"2527",7
"2528",8
"2529",9
"2530",11
"2531",4
"2532",11
"2533",9
"2534",5
"2535",6
"2536",2
"2537",14
"2538",2
"2539",13
"2540",0
"2541",11
"2542",5
"2543",2
"2544",7
"2545",8
"2546",11
"2547",9
"2548",5
"2549",5
"2550",4
"2551",5
"2552",6
"2553",10
"2554",5
"2555",5
"2556",6
"2557",5
"2558",8
"2559",4
"2560",9
"2561",4
"2562",10
"2563",3
"2564",3
"2565",6
"2566",10
"2567",4
"2568",1
"2569",6
"2570",10
"2571",5
"2572",5
"2573",1
"2574",6
"2575",4
"2576",3
"2577",1
"2578",8
"2579",2
"2580",11
"2581",4
"2582",9
"2583",4
"2584",10
"2585",4
"2586",8
"2587",12
"2588",6
"2589",12
"2590",4
"2591",12
"2592",4
"2593",8
"2594",2
"2595",9
"2596",13
"2597",5
"2598",4
"2599",3
"2600",1
"2601",15
"2602",4
"2603",6
"2604",6
"2605",7
"2606",7
"2607",10
"2608",5
"2609",3
"2610",5
"2611",8
"2612",6
"2613",8
"2614",5
"2615",11
"2616",6
"2617",7
"2618",11
"2619",2
"2620",7
"2621",5
"2622",10
"2623",9
"2624",8
"2625",6
"2626",8
"2627",1
"2628",3
"2629",1
"2630",6
"2631",6
"2632",8
"2633",11
"2634",13
"2635",4
"2636",8
"2637",7
"2638",8
"2639",3
"2640",6
"2641",6
"2642",8
"2643",7
"2644",9
"2645",6
"2646",4
"2647",11
"2648",3
"2649",5
"2650",5
"2651",4
"2652",9
"2653",13
"2654",0
"2655",11
"2656",3
"2657",3
"2658",6
"2659",1
"2660",6
"2661",4
"2662",8
"2663",6
"2664",7
"2665",5
"2666",3
"2667",2
"2668",4
"2669",5
"2670",13
"2671",8
"2672",9
"2673",7
"2674",11
"2675",15
"2676",2
"2677",6
"2678",4
"2679",7
"2680",6
"2681",3
"2682",4
"2683",9
"2684",6
"2685",7
"2686",4
"2687",7
"2688",8
"2689",10
"2690",13
"2691",12
"2692",8
"2693",2
"2694",5
"2695",3
"2696",5
"2697",2
"2698",6
"2699",2
"2700",10
"2701",2
"2702",7
"2703",4
"2704",9
"2705",7
"2706",4
"2707",10
"2708",10
"2709",5
"2710",4
"2711",13
"2712",6
"2713",8
"2714",10
"2715",6
"2716",1
"2717",4
"2718",6
"2719",10
"2720",7
"2721",2
"2722",8
"2723",2
"2724",2
"2725",2
"2726",9
"2727",13
"2728",5
"2729",8
"2730",5
"2731",13
"2732",7
"2733",8
"2734",7
"2735",8
"2736",3
"2737",1
"2738",7
"2739",3
"2740",2
"2741",9
"2742",12
"2743",11
"2744",2
"2745",8
"2746",2
"2747",7
"2748",2
"2749",5
"2750",11
"2751",10
"2752",0
"2753",6
"2754",5
"2755",5
"2756",4
"2757",10
"2758",5
"2759",0
"2760",9
"2761",7
"2762",6
"2763",9
"2764",6
"2765",3
"2766",9
"2767",7
"2768",7
"2769",12
"2770",3
"2771",1
"2772",12
"2773",5
"2774",9
"2775",6
"2776",7
"2777",5
"2778",13
"2779",4
"2780",1
"2781",9
"2782",8
"2783",2
"2784",8
"2785",13
"2786",6
"2787",2
"2788",1
"2789",7
"2790",7
"2791",10
"2792",6
"2793",3
"2794",8
"2795",4
"2796",11
"2797",6
"2798",10
"2799",8
"2800",13
"2801",3
"2802",5
"2803",6
"2804",2
"2805",5
"2806",4
"2807",2
"2808",11
"2809",4
"2810",4
"2811",8
"2812",2
"2813",6
"2814",9
"2815",8
"2816",11
"2817",3
"2818",9
"2819",5
"2820",4
"2821",5
"2822",3
"2823",8
"2824",6
"2825",5
"2826",13
"2827",8
"2828",4
"2829",1
"2830",3
"2831",6
"2832",2
"2833",6
"2834",2
"2835",8
"2836",5
"2837",0
"2838",8
"2839",6
"2840",6
"2841",8
"2842",10
"2843",11
"2844",7
"2845",11
"2846",12
"2847",8
"2848",5
"2849",6
"2850",6
"2851",8
"2852",7
"2853",2
"2854",5
"2855",3
"2856",7
"2857",2
"2858",3
"2859",1
"2860",1
"2861",10
"2862",5
"2863",2
"2864",5
"2865",13
"2866",10
"2867",5
"2868",8
"2869",8
"2870",9
"2871",6
"2872",7
"2873",1
"2874",7
"2875",10
"2876",9
"2877",3
"2878",4
"2879",4
"2880",2
"2881",5
"2882",2
"2883",7
"2884",9
"2885",10
"2886",4
"2887",3
"2888",10
"2889",10
"2890",3
"2891",6
"2892",8
"2893",10
"2894",7
"2895",3
"2896",1
"2897",0
"2898",1
"2899",3
"2900",11
"2901",11
"2902",6
"2903",9
"2904",8
"2905",8
"2906",7
"2907",4
"2908",9
"2909",10
"2910",3
"2911",5
"2912",0
"2913",11
"2914",5
"2915",5
"2916",6
"2917",5
"2918",2
"2919",6
"2920",7
"2921",5
"2922",2
"2923",1
"2924",5
"2925",3
"2926",9
"2927",7
"2928",4
"2929",2
"2930",5
"2931",6
"2932",10
"2933",8
"2934",8
"2935",5
"2936",1
"2937",6
"2938",8
"2939",10
"2940",4
"2941",5
"2942",3
"2943",10
"2944",3
"2945",7
"2946",5
"2947",8
"2948",8
"2949",7
"2950",7
"2951",10
"2952",10
"2953",2
"2954",7
"2955",14
"2956",13
"2957",8
"2958",6
"2959",7
"2960",6
"2961",1
"2962",3
"2963",8
"2964",1
"2965",3
"2966",6
"2967",4
"2968",7
"2969",10
"2970",6
"2971",7
"2972",4
"2973",11
"2974",9
"2975",6
"2976",7
"2977",8
"2978",3
"2979",1
"2980",2
"2981",2
"2982",13
"2983",1
"2984",3
"2985",3
"2986",6
"2987",7
"2988",11
"2989",1
"2990",4
"2991",9
"2992",6
"2993",6
"2994",9
"2995",2
"2996",12
"2997",6
"2998",3
"2999",11
"3000",11
"3001",4
"3002",7
"3003",5
"3004",4
"3005",8
"3006",6
"3007",7
"3008",1
"3009",1
"3010",1
"3011",8
"3012",3
"3013",12
"3014",4
"3015",12
"3016",0
"3017",11
"3018",5
"3019",2
"3020",7
"3021",6
"3022",5
"3023",8
"3024",2
"3025",1
"3026",4
"3027",15
"3028",3
"3029",7
"3030",9
"3031",4
"3032",3
"3033",1
"3034",7
"3035",6
"3036",11
"3037",2
"3038",8
"3039",2
"3040",5
"3041",2
"3042",12
"3043",2
"3044",6
"3045",9
"3046",7
"3047",8
"3048",6
"3049",7
"3050",5
"3051",1
"3052",1
"3053",4
"3054",3
"3055",13
"3056",2
"3057",13
"3058",6
"3059",4
"3060",6
"3061",7
"3062",8
"3063",3
"3064",13
"3065",1
"3066",10
"3067",4
"3068",5
"3069",12
"3070",4
"3071",7
"3072",2
"3073",8
"3074",7
"3075",8
"3076",0
"3077",13
"3078",6
"3079",13
"3080",9
"3081",7
"3082",12
"3083",5
"3084",8
"3085",1
"3086",8
"3087",11
"3088",8
"3089",6
"3090",5
"3091",5
"3092",9
"3093",10
"3094",4
"3095",3
"3096",1
"3097",9
"3098",8
"3099",6
"3100",4
"3101",2
"3102",2
"3103",9
"3104",8
"3105",3
"3106",4
"3107",12
"3108",14
"3109",7
"3110",4
"3111",1
"3112",4
"3113",14
"3114",6
"3115",5
"3116",2
"3117",4
"3118",11
"3119",6
"3120",7
"3121",7
"3122",6
"3123",3
"3124",1
"3125",8
"3126",5
"3127",3
"3128",5
"3129",6
"3130",6
"3131",9
"3132",9
"3133",9
"3134",7
"3135",4
"3136",9
"3137",3
"3138",8
"3139",13
"3140",9
"3141",6
"3142",8
"3143",4
"3144",6
"3145",6
"3146",4
"3147",5
"3148",8
"3149",4
"3150",8
"3151",4
"3152",5
"3153",7
"3154",7
"3155",9
"3156",8
"3157",4
"3158",1
"3159",2
"3160",8
"3161",5
"3162",4
"3163",1
"3164",3
"3165",2
"3166",1
"3167",6
"3168",8
"3169",2
"3170",7
"3171",12
"3172",0
"3173",14
"3174",12
"3175",1
"3176",3
"3177",2
"3178",8
"3179",7
"3180",5
"3181",9
"3182",1
"3183",8
"3184",12
"3185",5
"3186",1
"3187",3
"3188",4
"3189",8
"3190",10
"3191",7
"3192",7
"3193",8
"3194",2
"3195",8
"3196",6
"3197",4
"3198",2
"3199",5
"3200",5
"3201",6
"3202",8
"3203",9
"3204",5
"3205",10
"3206",5
"3207",5
"3208",9
"3209",5
"3210",2
"3211",2
"3212",2
"3213",9
"3214",3
"3215",11
"3216",6
"3217",3
"3218",11
"3219",8
"3220",11
"3221",2
"3222",5
"3223",7
"3224",1
"3225",4
"3226",12
"3227",11
"3228",4
"3229",3
"3230",11
"3231",5
"3232",2
"3233",3
"3234",2
"3235",10
"3236",3
"3237",3
"3238",9
"3239",9
"3240",7
"3241",13
"3242",3
"3243",5
"3244",3
"3245",10
"3246",3
"3247",4
"3248",3
"3249",6
"3250",3
"3251",9
"3252",3
"3253",11
"3254",4
"3255",7
"3256",1
"3257",10
"3258",6
"3259",5
"3260",3
"3261",3
"3262",2
"3263",6
"3264",2
"3265",7
"3266",5
"3267",8
"3268",10
"3269",10
"3270",9
"3271",13
"3272",8
"3273",2
"3274",9
"3275",7
"3276",10
"3277",0
"3278",6
"3279",5
"3280",12
"3281",10
"3282",0
"3283",7
"3284",1
"3285",9
"3286",10
"3287",14
"3288",11
"3289",5
"3290",10
"3291",7
"3292",7
"3293",11
"3294",10
"3295",6
"3296",11
"3297",10
"3298",5
"3299",0
"3300",10
"3301",8
"3302",4
"3303",12
"3304",11
"3305",4
"3306",6
"3307",5
"3308",1
"3309",9
"3310",12
"3311",9
"3312",3
"3313",8
"3314",2
"3315",8
"3316",8
"3317",11
"3318",13
"3319",7
"3320",10
"3321",8
"3322",5
"3323",11
"3324",2
"3325",4
"3326",6
"3327",13
"3328",9
"3329",3
"3330",5
"3331",4
"3332",10
"3333",9
"3334",11
"3335",2
"3336",2
"3337",3
"3338",4
"3339",10
"3340",4
"3341",9
"3342",7
"3343",4
"3344",10
"3345",13
"3346",6
"3347",5
"3348",5
"3349",6
"3350",4
"3351",1
"3352",8
"3353",6
"3354",13
"3355",7
"3356",3
"3357",3
"3358",4
"3359",6
"3360",6
"3361",9
"3362",15
"3363",7
"3364",8
"3365",7
"3366",11
"3367",9
"3368",9
"3369",11
"3370",15
"3371",6
"3372",11
"3373",6
"3374",7
"3375",5
"3376",1
"3377",9
"3378",11
"3379",5
"3380",10
"3381",3
"3382",6
"3383",9
"3384",2
"3385",1
"3386",8
"3387",13
"3388",2
"3389",1
"3390",13
"3391",4
"3392",6
"3393",11
"3394",5
"3395",4
"3396",4
"3397",4
"3398",4
"3399",5
"3400",4
"3401",2
"3402",4
"3403",6
"3404",9
"3405",5
"3406",10
"3407",11
"3408",9
"3409",2
"3410",5
"3411",5
"3412",9
"3413",2
"3414",0
"3415",8
"3416",13
"3417",9
"3418",5
"3419",1
"3420",10
"3421",5
"3422",1
"3423",9
"3424",4
"3425",8
"3426",9
"3427",7
"3428",10
"3429",6
"3430",0
"3431",2
"3432",9
"3433",9
"3434",3
"3435",6
"3436",9
"3437",5
"3438",5
"3439",3
"3440",4
"3441",12
"3442",1
"3443",9
"3444",7
"3445",9
"3446",9
"3447",7
"3448",2
"3449",4
"3450",8
"3451",5
"3452",9
"3453",3
"3454",4
"3455",11
"3456",10
"3457",4
"3458",1
"3459",5
"3460",2
"3461",4
"3462",0
"3463",10
"3464",12
"3465",10
"3466",9
"3467",8
"3468",11
"3469",8
"3470",3
"3471",11
"3472",0
"3473",10
"3474",7
"3475",4
"3476",4
"3477",5
"3478",3
"3479",2
"3480",6
"3481",1
"3482",5
"3483",3
"3484",8
"3485",7
"3486",1
"3487",6
"3488",2
"3489",3
"3490",0
"3491",3
"3492",3
"3493",5
"3494",4
"3495",9
"3496",4
"3497",13
"3498",8
"3499",11
"3500",7
"3501",10
"3502",12
"3503",4
"3504",11
"3505",10
"3506",1
"3507",4
"3508",12
"3509",4
"3510",4
"3511",1
"3512",12
"3513",8
"3514",7
"3515",6
"3516",7
"3517",6
"3518",2
"3519",6
"3520",7
"3521",4
"3522",7
"3523",4
"3524",2
"3525",0
"3526",7
"3527",2
"3528",9
"3529",13
"3530",5
"3531",7
"3532",14
"3533",5
"3534",6
"3535",8
"3536",3
"3537",8
"3538",9
"3539",0
"3540",4
"3541",12
"3542",3
"3543",8
"3544",3
"3545",9
"3546",9
"3547",6
"3548",9
"3549",6
"3550",10
"3551",5
"3552",6
"3553",3
"3554",7
"3555",4
"3556",8
"3557",5
"3558",7
"3559",4
"3560",5
"3561",13
"3562",4
"3563",7
"3564",4
"3565",9
"3566",5
"3567",3
"3568",12
"3569",7
"3570",10
"3571",7
"3572",7
"3573",8
"3574",3
"3575",10
"3576",4
"3577",6
"3578",6
"3579",7
"3580",8
"3581",8
"3582",10
"3583",5
"3584",5
"3585",9
"3586",7
"3587",15
"3588",3
"3589",9
"3590",4
"3591",11
"3592",5
"3593",3
"3594",7
"3595",11
"3596",5
"3597",5
"3598",2
"3599",5
"3600",6
"3601",2
"3602",6
"3603",6
"3604",6
"3605",5
"3606",12
"3607",5
"3608",6
"3609",8
"3610",10
"3611",2
"3612",7
"3613",8
"3614",4
"3615",4
"3616",8
"3617",13
"3618",7
"3619",7
"3620",10
"3621",2
"3622",4
"3623",6
"3624",4
"3625",7
"3626",2
"3627",0
"3628",8
"3629",6
"3630",8
"3631",5
"3632",3
"3633",8
"3634",6
"3635",7
"3636",2
"3637",8
"3638",6
"3639",8
"3640",3
"3641",10
"3642",5
"3643",6
"3644",2
"3645",4
"3646",9
"3647",1
"3648",4
"3649",4
"3650",2
"3651",10
"3652",1
"3653",5
"3654",4
"3655",8
"3656",5
"3657",7
"3658",10
"3659",10
"3660",2
"3661",6
"3662",5
"3663",11
"3664",2
"3665",5
"3666",4
"3667",3
"3668",5
"3669",8
"3670",10
"3671",5
"3672",5
"3673",3
"3674",5
"3675",3
"3676",9
"3677",9
"3678",5
"3679",1
"3680",2
"3681",3
"3682",3
"3683",4
"3684",2
"3685",4
"3686",2
"3687",14
"3688",12
"3689",2
"3690",3
"3691",1
"3692",6
"3693",4
"3694",2
"3695",6
"3696",4
"3697",9
"3698",12
"3699",4
"3700",4
"3701",1
"3702",6
"3703",8
"3704",4
"3705",2
"3706",1
"3707",15
"3708",9
"3709",1
"3710",6
"3711",3
"3712",3
"3713",7
"3714",6
"3715",4
"3716",10
"3717",4
"3718",0
"3719",1
"3720",4
"3721",4
"3722",5
"3723",7
"3724",1
"3725",6
"3726",7
"3727",5
"3728",1
"3729",0
"3730",5
"3731",5
"3732",1
"3733",2
"3734",10
"3735",8
"3736",4
"3737",3
"3738",7
"3739",7
"3740",4
"3741",4
"3742",12
"3743",6
"3744",8
"3745",10
"3746",9
"3747",5
"3748",7
"3749",0
"3750",4
"3751",10
"3752",4
"3753",4
"3754",1
"3755",11
"3756",7
"3757",5
"3758",8
"3759",3
"3760",4
"3761",8
"3762",1
"3763",3
"3764",1
"3765",2
"3766",8
"3767",4
"3768",1
"3769",7
"3770",9
"3771",9
"3772",10
"3773",9
"3774",5
"3775",9
"3776",3
"3777",4
"3778",5
"3779",3
"3780",5
"3781",4
"3782",2
"3783",5
"3784",12
"3785",7
"3786",6
"3787",13
"3788",9
"3789",6
"3790",7
"3791",14
"3792",3
"3793",9
"3794",11
"3795",5
"3796",4
"3797",3
"3798",7
"3799",3
"3800",5
"3801",0
"3802",7
"3803",3
"3804",11
"3805",5
"3806",4
"3807",1
"3808",0
"3809",4
"3810",9
"3811",9
"3812",10
"3813",7
"3814",5
"3815",7
"3816",9
"3817",13
"3818",5
"3819",11
"3820",4
"3821",5
"3822",2
"3823",8
"3824",7
"3825",5
"3826",8
"3827",9
"3828",7
"3829",9
"3830",9
"3831",5
"3832",4
"3833",9
"3834",6
"3835",8
"3836",3
"3837",8
"3838",7
"3839",12
"3840",4
"3841",5
"3842",8
"3843",6
"3844",4
"3845",3
"3846",0
"3847",6
"3848",7
"3849",1
"3850",3
"3851",5
"3852",8
"3853",2
"3854",2
"3855",8
"3856",4
"3857",14
"3858",9
"3859",3
"3860",8
"3861",3
"3862",9
"3863",2
"3864",2
"3865",5
"3866",6
"3867",9
"3868",1
"3869",6
"3870",12
"3871",6
"3872",2
"3873",5
"3874",10
"3875",10
"3876",6
"3877",4
"3878",4
"3879",7
"3880",14
"3881",8
"3882",9
"3883",3
"3884",6
"3885",7
"3886",7
"3887",7
"3888",5
"3889",4
"3890",3
"3891",4
"3892",11
"3893",4
"3894",12
"3895",7
"3896",7
"3897",3
"3898",8
"3899",6
"3900",3
"3901",3
"3902",11
"3903",12
"3904",6
"3905",10
"3906",2
"3907",12
"3908",2
"3909",0
"3910",7
"3911",13
"3912",8
"3913",4
"3914",11
"3915",4
"3916",6
"3917",8
"3918",15
"3919",3
"3920",8
"3921",6
"3922",3
"3923",4
"3924",12
"3925",5
"3926",4
"3927",9
"3928",5
"3929",13
"3930",11
"3931",5
"3932",7
"3933",4
"3934",4
"3935",11
"3936",11
"3937",4
"3938",13
"3939",7
"3940",1
"3941",12
"3942",6
"3943",4
"3944",9
"3945",11
"3946",4
"3947",3
"3948",2
"3949",8
"3950",0
"3951",2
"3952",4
"3953",7
"3954",5
"3955",6
"3956",8
"3957",8
"3958",7
"3959",13
"3960",2
"3961",0
"3962",5
"3963",6
"3964",6
"3965",1
"3966",3
"3967",2
"3968",11
"3969",11
"3970",4
"3971",6
"3972",11
"3973",2
"3974",5
"3975",3
"3976",6
"3977",11
"3978",4
"3979",5
"3980",11
"3981",8
"3982",4
"3983",4
"3984",5
"3985",1
"3986",6
"3987",14
"3988",13
"3989",6
"3990",10
"3991",9
"3992",6
"3993",3
"3994",1
"3995",9
"3996",5
"3997",10
"3998",14
"3999",11
"4000",10
"4001",14
"4002",2
"4003",6
"4004",13
"4005",3
"4006",10
"4007",7
"4008",1
"4009",12
"4010",5
"4011",8
"4012",6
"4013",14
"4014",2
"4015",1
"4016",6
"4017",6
"4018",13
"4019",8
"4020",1
"4021",3
"4022",9
"4023",6
"4024",2
"4025",13
"4026",3
"4027",5
"4028",10
"4029",3
"4030",3
"4031",6
"4032",1
"4033",10
"4034",9
"4035",4
"4036",10
"4037",14
"4038",7
"4039",9
"4040",5
"4041",4
"4042",6
"4043",7
"4044",7
"4045",12
"4046",7
"4047",10
"4048",7
"4049",1
"4050",7
"4051",4
"4052",7
"4053",12
"4054",4
"4055",2
"4056",4
"4057",5
"4058",7
"4059",6
"4060",3
"4061",5
"4062",10
"4063",4
"4064",12
"4065",3
"4066",13
"4067",3
"4068",1
"4069",7
"4070",9
"4071",10
"4072",2
"4073",7
"4074",6
"4075",6
"4076",1
"4077",5
"4078",6
"4079",7
"4080",9
"4081",10
"4082",9
"4083",3
"4084",7
"4085",6
"4086",6
"4087",6
"4088",1
"4089",3
"4090",10
"4091",4
"4092",7
"4093",4
"4094",2
"4095",9
"4096",2
"4097",6
"4098",3
"4099",6
"4100",9
"4101",10
"4102",0
"4103",11
"4104",2
"4105",8
"4106",8
"4107",5
"4108",6
"4109",12
"4110",10
"4111",4
"4112",12
"4113",5
"4114",6
"4115",6
"4116",14
"4117",13
"4118",11
"4119",10
"4120",1
"4121",9
"4122",2
"4123",5
"4124",7
"4125",11
"4126",2
"4127",5
"4128",2
"4129",9
"4130",1
"4131",4
"4132",12
"4133",7
"4134",5
"4135",7
"4136",9
"4137",11
"4138",10
"4139",6
"4140",5
"4141",3
"4142",4
"4143",2
"4144",8
"4145",0
"4146",12
"4147",3
"4148",4
"4149",3
"4150",6
"4151",6
"4152",4
"4153",4
"4154",2
"4155",6
"4156",15
"4157",5
"4158",3
"4159",11
"4160",10
"4161",1
"4162",3
"4163",13
"4164",4
"4165",3
"4166",3
"4167",9
"4168",11
"4169",5
"4170",9
"4171",0
"4172",0
"4173",11
"4174",9
"4175",10
"4176",4
"4177",10
"4178",9
"4179",8
"4180",8
"4181",9
"4182",13
"4183",13
"4184",7
"4185",10
"4186",7
"4187",6
"4188",2
"4189",7
"4190",4
"4191",5
"4192",6
"4193",7
"4194",10
"4195",7
"4196",13
"4197",12
"4198",5
"4199",7
"4200",5
"4201",2
"4202",2
"4203",10
"4204",5
"4205",7
"4206",3
"4207",2
"4208",7
"4209",3
"4210",11
"4211",8
"4212",6
"4213",3
"4214",7
"4215",6
"4216",8
"4217",8
"4218",12
"4219",9
"4220",12
"4221",7
"4222",1
"4223",12
"4224",6
"4225",4
"4226",3
"4227",1
"4228",8
"4229",4
"4230",2
"4231",12
"4232",7
"4233",10
"4234",7
"4235",7
"4236",3
"4237",9
"4238",10
"4239",8
"4240",8
"4241",10
"4242",5
"4243",5
"4244",11
"4245",3
"4246",7
"4247",9
"4248",3
"4249",8
"4250",1
"4251",4
"4252",7
"4253",6
"4254",4
"4255",5
"4256",10
"4257",7
"4258",6
"4259",4
"4260",4
"4261",14
"4262",10
"4263",8
"4264",7
"4265",2
"4266",7
"4267",4
"4268",10
"4269",11
"4270",10
"4271",2
"4272",5
"4273",7
"4274",7
"4275",13
"4276",11
"4277",2
"4278",9
"4279",4
"4280",9
"4281",2
"4282",8
"4283",9
"4284",4
"4285",3
"4286",6
"4287",5
"4288",1
"4289",4
"4290",3
"4291",0
"4292",9
"4293",9
"4294",5
"4295",4
"4296",8
"4297",10
"4298",8
"4299",15
"4300",4
"4301",4
"4302",9
"4303",2
"4304",7
"4305",12
"4306",2
"4307",3
"4308",9
"4309",13
"4310",1
"4311",8
"4312",5
"4313",9
"4314",8
"4315",3
"4316",3
"4317",5
"4318",2
"4319",5
"4320",0
"4321",12
"4322",10
"4323",0
"4324",8
"4325",4
"4326",7
"4327",8
"4328",1
"4329",3
"4330",12
"4331",2
"4332",4
"4333",2
"4334",7
"4335",8
"4336",11
"4337",6
"4338",7
"4339",7
"4340",1
"4341",5
"4342",3
"4343",5
"4344",2
"4345",6
"4346",11
"4347",5
"4348",15
"4349",5
"4350",4
"4351",11
"4352",12
"4353",9
"4354",14
"4355",5
"4356",10
"4357",4
"4358",8
"4359",9
"4360",5
"4361",12
"4362",7
"4363",9
"4364",2
"4365",7
"4366",12
"4367",6
"4368",10
"4369",12
"4370",12
"4371",3
"4372",6
"4373",6
"4374",5
"4375",9
"4376",9
"4377",8
"4378",5
"4379",10
"4380",14
"4381",9
"4382",4
"4383",4
"4384",10
"4385",1
"4386",6
"4387",7
"4388",8
"4389",9
"4390",11
"4391",7
"4392",8
"4393",12
"4394",1
"4395",3
"4396",1
"4397",8
"4398",3
"4399",9
"4400",8
"4401",8
"4402",3
"4403",11
"4404",2
"4405",2
"4406",7
"4407",8
"4408",3
"4409",6
"4410",4
"4411",5
"4412",11
"4413",9
"4414",2
"4415",9
"4416",8
"4417",3
"4418",10
"4419",8
"4420",10
"4421",6
"4422",3
"4423",2
"4424",10
"4425",10
"4426",8
"4427",9
"4428",10
"4429",9
"4430",6
"4431",13
"4432",2
"4433",8
"4434",4
"4435",10
"4436",8
"4437",5
"4438",12
"4439",6
"4440",12
"4441",4
"4442",2
"4443",5
"4444",7
"4445",6
"4446",13
"4447",11
"4448",7
"4449",6
"4450",6
"4451",4
"4452",5
"4453",8
"4454",2
"4455",2
"4456",8
"4457",8
"4458",4
"4459",1
"4460",5
"4461",4
"4462",3
"4463",4
"4464",2
"4465",8
"4466",5
"4467",5
"4468",11
"4469",7
"4470",1
"4471",11
"4472",10
"4473",7
"4474",2
"4475",9
"4476",0
"4477",4
"4478",15
"4479",8
"4480",6
"4481",4
"4482",8
"4483",8
"4484",7
"4485",8
"4486",2
"4487",8
"4488",10
"4489",4
"4490",5
"4491",9
"4492",6
"4493",6
"4494",3
"4495",9
"4496",14
"4497",6
"4498",4
"4499",3
"4500",11
"4501",4
"4502",11
"4503",3
"4504",9
"4505",5
"4506",8
"4507",5
"4508",3
"4509",10
"4510",4
"4511",5
"4512",9
"4513",5
"4514",5
"4515",3
"4516",10
"4517",2
"4518",2
"4519",11
"4520",7
"4521",4
"4522",7
"4523",8
"4524",2
"4525",10
"4526",9
"4527",5
"4528",5
"4529",4
"4530",8
"4531",8
"4532",3
"4533",8
"4534",7
"4535",13
"4536",10
"4537",5
"4538",5
"4539",2
"4540",8
"4541",3
"4542",6
"4543",6
"4544",9
"4545",8
"4546",7
"4547",7
"4548",7
"4549",9
"4550",3
"4551",9
"4552",7
"4553",5
"4554",4
"4555",2
"4556",4
"4557",12
"4558",12
"4559",7
"4560",4
"4561",9
"4562",6
"4563",8
"4564",4
"4565",7
"4566",15
"4567",6
"4568",12
"4569",4
"4570",8
"4571",5
"4572",12
"4573",5
"4574",8
"4575",6
"4576",7
"4577",13
"4578",7
"4579",5
"4580",6
"4581",5
"4582",6
"4583",11
"4584",14
"4585",10
"4586",11
"4587",9
"4588",2
"4589",7
"4590",13
"4591",3
"4592",6
"4593",9
"4594",9
"4595",1
"4596",3
"4597",5
"4598",5
"4599",2
"4600",4
"4601",4
"4602",7
"4603",11
"4604",10
"4605",7
"4606",3
"4607",3
"4608",2
"4609",10
"4610",12
"4611",2
"4612",8
"4613",4
"4614",9
"4615",1
"4616",8
"4617",6
"4618",3
"4619",3
"4620",6
"4621",2
"4622",1
"4623",6
"4624",2
"4625",5
"4626",3
"4627",3
"4628",2
"4629",13
"4630",7
"4631",8
"4632",13
"4633",3
"4634",3
"4635",3
"4636",11
"4637",9
"4638",4
"4639",0
"4640",9
"4641",4
"4642",6
"4643",13
"4644",8
"4645",8
"4646",10
"4647",10
"4648",14
"4649",6
"4650",3
"4651",3
"4652",3
"4653",10
"4654",1
"4655",10
"4656",10
"4657",5
"4658",11
"4659",9
"4660",6
"4661",8
"4662",13
"4663",3
"4664",8
"4665",6
"4666",8
"4667",6
"4668",3
"4669",10
"4670",7
"4671",4
"4672",8
"4673",12
"4674",8
"4675",1
"4676",8
"4677",8
"4678",6
"4679",11
"4680",7
"4681",8
"4682",6
"4683",6
"4684",5
"4685",14
"4686",8
"4687",10
"4688",7
"4689",1
"4690",4
"4691",4
"4692",7
"4693",6
"4694",8
"4695",4
"4696",5
"4697",6
"4698",4
"4699",7
"4700",9
"4701",12
"4702",12
"4703",7
"4704",12
"4705",6
"4706",12
"4707",8
"4708",4
"4709",4
"4710",6
"4711",9
"4712",9
"4713",4
"4714",4
"4715",0
"4716",11
"4717",10
"4718",5
"4719",6
"4720",1
"4721",5
"4722",6
"4723",5
"4724",3
"4725",1
"4726",5
"4727",7
"4728",5
"4729",11
"4730",4
"4731",2
"4732",9
"4733",8
"4734",13
"4735",11
"4736",7
"4737",1
"4738",6
"4739",2
"4740",4
"4741",14
"4742",5
"4743",8
"4744",11
"4745",3
"4746",6
"4747",0
"4748",6
"4749",6
"4750",9
"4751",4
"4752",9
"4753",6
"4754",5
"4755",2
"4756",6
"4757",10
"4758",9
"4759",5
"4760",6
"4761",3
"4762",10
"4763",10
"4764",3
"4765",2
"4766",9
"4767",6
"4768",1
"4769",4
"4770",4
"4771",12
"4772",11
"4773",3
"4774",14
"4775",7
"4776",8
"4777",7
"4778",6
"4779",5
"4780",1
"4781",5
"4782",7
"4783",5
"4784",2
"4785",2
"4786",9
"4787",10
"4788",3
"4789",5
"4790",8
"4791",0
"4792",13
"4793",5
"4794",5
"4795",2
"4796",9
"4797",1
"4798",5
"4799",3
"4800",7
"4801",11
"4802",9
"4803",10
"4804",1
"4805",3
"4806",2
"4807",13
"4808",4
"4809",5
"4810",6
"4811",13
"4812",9
"4813",3
"4814",12
"4815",11
"4816",10
"4817",7
"4818",2
"4819",5
"4820",3
"4821",4
"4822",10
"4823",12
"4824",9
"4825",12
"4826",6
"4827",6
"4828",15
"4829",7
"4830",5
