"x","m","gender","type","size","bachelor","language"
36,56,1,"3",1300,-0.16,2.13
34,56,1,"3",1300,-0.16,2.13
34,56,1,"3",1300,-0.16,2.13
31,56,1,"3",1300,-0.16,2.13
41,56,0,"3",1300,-0.16,2.13
30,56,1,"3",1300,-0.16,2.13
35,56,1,"3",1300,-0.16,2.13
25,56,0,"3",1300,-0.16,2.13
31,56,1,"3",1300,-0.16,2.13
30,56,1,"3",1300,-0.16,2.13
33,56,1,"3",1300,-0.16,2.13
27,56,0,"3",1300,-0.16,2.13
35,56,0,"3",1300,-0.16,2.13
28,56,1,"3",1300,-0.16,2.13
35,56,1,"3",1300,-0.16,2.13
35,56,0,"3",1300,-0.16,2.13
31,56,0,"3",1300,-0.16,2.13
27,56,0,"3",1300,-0.16,2.13
34,56,1,"3",1300,-0.16,2.13
32,56,0,"3",1300,-0.16,2.13
28,56,1,"3",1300,-0.16,2.13
31,56,0,"3",1300,-0.16,2.13
32,56,0,"3",1300,-0.16,2.13
29,56,0,"3",1300,-0.16,2.13
29,56,1,"3",1300,-0.16,2.13
31,56,1,"3",1300,-0.16,2.13
30,56,1,"3",1300,-0.16,2.13
28,56,0,"3",1300,-0.16,2.13
32,56,0,"3",1300,-0.16,2.13
37,56,1,"3",1300,-0.16,2.13
35,56,1,"3",1300,-0.16,2.13
27,56,0,"3",1300,-0.16,2.13
31,56,0,"3",1300,-0.16,2.13
33,56,0,"3",1300,-0.16,2.13
37,56,0,"3",1300,-0.16,2.13
25,56,0,"3",1300,-0.16,2.13
31,56,0,"3",1300,-0.16,2.13
31,56,0,"3",1300,-0.16,2.13
39,56,0,"3",1300,-0.16,2.13
28,56,1,"3",1300,-0.16,2.13
33,56,1,"3",1300,-0.16,2.13
35,56,1,"3",1300,-0.16,2.13
31,56,1,"3",1300,-0.16,2.13
35,56,1,"3",1300,-0.16,2.13
37,56,1,"3",1300,-0.16,2.13
34,56,0,"3",1300,-0.16,2.13
39,56,1,"3",1300,-0.16,2.13
32,56,0,"3",1300,-0.16,2.13
34,56,1,"3",1300,-0.16,2.13
36,56,0,"3",1300,-0.16,2.13
38,56,1,"3",1300,-0.16,2.13
31,56,0,"3",1300,-0.16,2.13
38,56,0,"3",1300,-0.16,2.13
33,56,0,"3",1300,-0.16,2.13
34,56,1,"3",1300,-0.16,2.13
30,56,1,"3",1300,-0.16,2.13
34,56,0,"3",1300,-0.16,2.13
36,56,1,"3",1300,-0.16,2.13
37,56,0,"3",1300,-0.16,2.13
27,56,0,"3",1300,-0.16,2.13
30,56,1,"3",1300,-0.16,2.13
39,56,0,"3",1300,-0.16,2.13
45,56,1,"3",1300,-0.16,2.13
21,56,1,"3",1300,-0.16,2.13
36,56,0,"3",1300,-0.16,2.13
32,56,1,"3",1300,-0.16,2.13
43,56,0,"3",1300,-0.16,2.13
34,56,0,"3",1300,-0.16,2.13
34,56,1,"3",1300,-0.16,2.13
31,56,1,"3",1300,-0.16,2.13
40,56,0,"3",1300,-0.16,2.13
34,56,1,"3",1300,-0.16,2.13
30,56,0,"3",1300,-0.16,2.13
30,56,0,"3",1300,-0.16,2.13
38,56,0,"3",1300,-0.16,2.13
31,56,1,"3",1300,-0.16,2.13
35,56,0,"3",1300,-0.16,2.13
35,56,0,"3",1300,-0.16,2.13
41,56,1,"3",1300,-0.16,2.13
34,56,1,"3",1300,-0.16,2.13
29,56,1,"3",1300,-0.16,2.13
37,56,1,"3",1300,-0.16,2.13
31,56,1,"3",1300,-0.16,2.13
32,56,1,"3",1300,-0.16,2.13
33,56,1,"3",1100,0.15,1.43
40,56,1,"3",1100,0.15,1.43
37,56,1,"3",1100,0.15,1.43
28,56,1,"3",1100,0.15,1.43
31,56,0,"3",1100,0.15,1.43
36,56,0,"3",1100,0.15,1.43
36,56,1,"3",1100,0.15,1.43
29,56,1,"3",1100,0.15,1.43
34,56,1,"3",1100,0.15,1.43
34,56,1,"3",1100,0.15,1.43
38,56,0,"3",1100,0.15,1.43
27,56,0,"3",1100,0.15,1.43
36,56,0,"3",1100,0.15,1.43
30,56,1,"3",1100,0.15,1.43
34,56,0,"3",1100,0.15,1.43
30,56,0,"3",1100,0.15,1.43
33,56,1,"3",1100,0.15,1.43
29,56,1,"3",1100,0.15,1.43
42,56,0,"3",900,0.66,-0.12
33,56,1,"3",900,0.66,-0.12
32,56,1,"3",900,0.66,-0.12
36,56,0,"3",900,0.66,-0.12
36,56,1,"3",900,0.66,-0.12
28,56,0,"3",900,0.66,-0.12
36,56,0,"3",900,0.66,-0.12
38,56,0,"3",900,0.66,-0.12
38,56,0,"3",900,0.66,-0.12
27,56,1,"3",900,0.66,-0.12
33,56,0,"3",900,0.66,-0.12
36,56,1,"3",900,0.66,-0.12
34,56,1,"3",900,0.66,-0.12
32,56,0,"3",900,0.66,-0.12
36,56,0,"3",500,-0.72,-0.48
36,56,0,"3",500,-0.72,-0.48
36,56,0,"3",500,-0.72,-0.48
32,56,1,"3",500,-0.72,-0.48
37,56,1,"3",500,-0.72,-0.48
34,56,1,"3",500,-0.72,-0.48
35,56,1,"3",500,-0.72,-0.48
30,56,1,"3",500,-0.72,-0.48
37,56,0,"3",500,-0.72,-0.48
36,56,1,"3",500,-0.72,-0.48
36,56,0,"3",500,-0.72,-0.48
32,56,1,"3",500,-0.72,-0.48
38,56,0,"3",500,-0.72,-0.48
32,56,1,"3",500,-0.72,-0.48
27,56,1,"3",500,-0.72,-0.48
30,56,1,"3",500,-0.72,-0.48
33,56,1,"3",500,-0.72,-0.48
34,56,1,"3",500,-0.72,-0.48
34,56,1,"3",500,-0.72,-0.48
32,56,1,"3",500,-0.72,-0.48
36,56,1,"3",500,-0.72,-0.48
40,56,0,"3",500,-0.72,-0.48
36,56,1,"3",500,-0.72,-0.48
26,56,1,"3",500,-0.72,-0.48
32,56,1,"3",500,-0.72,-0.48
33,56,0,"3",500,-0.72,-0.48
35,56,0,"3",500,-0.72,-0.48
30,56,0,"3",500,-0.72,-0.48
31,56,1,"3",500,-0.72,-0.48
33,56,1,"3",500,-0.72,-0.48
38,56,1,"3",500,-0.72,-0.48
29,56,0,"3",500,-0.72,-0.48
27,56,0,"3",500,-0.72,-0.48
34,56,1,"3",500,-0.72,-0.48
38,56,0,"3",500,-0.72,-0.48
33,56,0,"3",500,-0.72,-0.48
40,56,1,"3",500,-0.72,-0.48
35,56,0,"3",500,-0.72,-0.48
37,56,1,"3",500,-0.72,-0.48
34,56,0,"3",500,-0.72,-0.48
32,56,1,"3",500,-0.72,-0.48
36,56,1,"3",500,-0.72,-0.48
40,56,1,"3",500,-0.72,-0.48
33,56,0,"3",500,-0.72,-0.48
35,56,0,"3",500,-0.72,-0.48
33,56,0,"3",500,-0.72,-0.48
38,56,0,"2",100,-0.01,-0.43
31,56,1,"2",100,-0.01,-0.43
37,56,1,"2",100,-0.01,-0.43
33,56,1,"2",100,-0.01,-0.43
41,56,0,"2",100,-0.01,-0.43
32,56,0,"2",100,-0.01,-0.43
34,56,0,"2",100,-0.01,-0.43
28,56,1,"2",100,-0.01,-0.43
43,56,0,"2",100,-0.01,-0.43
33,56,1,"2",100,-0.01,-0.43
32,56,1,"2",100,-0.01,-0.43
33,56,0,"2",100,-0.01,-0.43
38,56,1,"2",100,-0.01,-0.43
35,56,0,"2",900,-0.35,-0.82
31,56,0,"2",900,-0.35,-0.82
36,56,0,"2",900,-0.35,-0.82
44,56,1,"2",900,-0.35,-0.82
30,56,0,"2",900,-0.35,-0.82
40,56,0,"2",900,-0.35,-0.82
31,56,0,"2",900,-0.35,-0.82
37,56,0,"2",900,-0.35,-0.82
30,56,0,"2",900,-0.35,-0.82
32,56,0,"2",900,-0.35,-0.82
34,56,1,"2",900,-0.35,-0.82
37,56,1,"2",900,-0.35,-0.82
32,56,1,"2",900,-0.35,-0.82
25,56,0,"2",900,-0.35,-0.82
36,56,0,"2",900,-0.35,-0.82
38,56,0,"2",900,-0.35,-0.82
35,56,0,"2",900,-0.35,-0.82
40,56,0,"2",900,-0.35,-0.82
34,56,1,"2",900,-0.35,-0.82
36,56,1,"2",900,-0.35,-0.82
31,56,1,"2",900,-0.35,-0.82
37,56,1,"2",900,-0.35,-0.82
32,56,0,"2",900,-0.35,-0.82
41,56,0,"2",900,-0.35,-0.82
32,56,0,"2",900,-0.35,-0.82
34,56,1,"2",900,-0.35,-0.82
32,56,1,"2",900,-0.35,-0.82
42,56,0,"3",900,-0.35,-1.17
27,56,0,"3",900,-0.35,-1.17
27,56,1,"3",900,-0.35,-1.17
35,56,1,"3",900,-0.35,-1.17
40,56,0,"3",900,-0.35,-1.17
31,56,0,"3",900,-0.35,-1.17
34,56,0,"3",900,-0.35,-1.17
35,56,0,"3",900,-0.35,-1.17
38,56,0,"3",900,-0.35,-1.17
38,56,1,"3",900,-0.35,-1.17
32,56,0,"3",900,-0.35,-1.17
41,56,1,"3",900,-0.35,-1.17
34,56,0,"3",900,-0.35,-1.17
27,56,1,"3",900,-0.35,-1.17
28,56,1,"3",900,-0.35,-1.17
33,56,1,"3",900,-0.35,-1.17
41,56,0,"3",900,-0.35,-1.17
29,56,0,"3",900,-0.35,-1.17
39,56,1,"3",900,-0.35,-1.17
33,56,0,"3",900,-0.35,-1.17
35,56,1,"3",900,-0.35,-1.17
30,56,0,"3",900,-0.35,-1.17
33,56,1,"3",900,-0.35,-1.17
32,56,1,"3",900,-0.35,-1.17
38,56,0,"3",900,-0.35,-1.17
22,56,1,"3",900,-0.35,-1.17
33,56,1,"3",900,-0.35,-1.17
33,56,0,"3",900,-0.35,-1.17
33,56,0,"3",900,-0.35,-1.17
32,56,1,"3",900,-0.35,-1.17
30,56,0,"3",900,-0.35,-1.17
29,56,0,"3",900,-0.35,-1.17
39,56,0,"3",900,-0.35,-1.17
32,56,0,"3",900,-0.35,-1.17
38,56,0,"3",900,-0.35,-1.17
35,56,1,"3",900,-0.35,-1.17
37,56,0,"3",400,-1.83,-1.5
30,56,1,"3",400,-1.83,-1.5
36,56,0,"3",400,-1.83,-1.5
36,56,0,"3",400,-1.83,-1.5
43,56,1,"3",400,-1.83,-1.5
36,56,0,"3",400,-1.83,-1.5
32,56,1,"3",400,-1.83,-1.5
32,56,1,"3",400,-1.83,-1.5
39,56,0,"3",400,-1.83,-1.5
31,56,0,"3",400,-1.83,-1.5
31,56,0,"3",400,-1.93,-1.23
38,56,0,"3",400,-1.93,-1.23
32,56,1,"3",400,-1.93,-1.23
31,56,1,"3",400,-1.93,-1.23
37,56,1,"3",400,-1.93,-1.23
34,56,0,"3",400,-1.93,-1.23
36,56,0,"3",400,-1.93,-1.23
24,56,0,"3",400,-1.93,-1.23
34,56,1,"3",400,-1.93,-1.23
34,56,1,"3",400,-1.93,-1.23
35,56,0,"3",400,-1.93,-1.23
30,56,0,"3",400,-1.93,-1.23
38,56,1,"3",400,-1.93,-1.23
32,56,0,"3",400,-1.93,-1.23
39,56,0,"3",400,-1.93,-1.23
28,56,0,"3",400,-1.93,-1.23
37,56,0,"3",400,-1.93,-1.23
29,56,0,"3",400,-1.93,-1.23
39,56,1,"3",400,-1.93,-1.23
34,56,1,"3",400,-1.93,-1.23
27,56,1,"3",400,-1.93,-1.23
34,56,1,"3",400,-1.93,-1.23
34,56,0,"3",400,-1.93,-1.23
34,56,0,"3",400,-1.93,-1.23
30,56,1,"3",400,-1.93,-1.23
28,56,1,"3",400,-1.93,-1.23
33,56,1,"3",400,-1.93,-1.23
29,56,0,"3",400,-1.93,-1.23
32,56,0,"3",400,-1.93,-1.23
34,56,0,"3",400,-1.93,-1.23
36,56,0,"3",400,-1.93,-1.23
33,56,0,"3",400,-1.93,-1.23
35,56,0,"3",400,-1.93,-1.23
29,56,0,"3",400,-1.93,-1.23
37,56,0,"3",400,-1.93,-1.23
29,56,1,"3",400,-1.93,-1.23
35,56,1,"3",400,-1.93,-1.23
30,56,1,"3",400,-1.93,-1.23
39,56,1,"3",400,-1.93,-1.23
33,56,0,"3",400,-1.93,-1.23
31,56,0,"3",400,-1.93,-1.23
35,56,1,"3",400,-1.93,-1.23
38,56,1,"3",400,-1.93,-1.23
31,56,1,"3",400,-1.93,-1.23
41,56,0,"3",400,-1.93,-1.23
35,56,1,"3",400,-1.93,-1.23
35,56,0,"3",400,-1.93,-1.23
29,56,0,"3",400,-1.93,-1.23
35,56,0,"3",400,-1.93,-1.23
32,56,0,"3",400,-1.93,-1.23
37,56,0,"3",400,-1.93,-1.23
28,56,1,"3",600,-0.63,1.12
32,56,0,"3",600,-0.63,1.12
37,56,1,"3",600,-0.63,1.12
37,56,1,"3",600,-0.63,1.12
29,56,0,"3",600,-0.63,1.12
36,56,0,"3",600,-0.63,1.12
33,56,1,"3",600,-0.63,1.12
36,56,1,"3",600,-0.63,1.12
32,56,1,"3",600,-0.63,1.12
31,56,1,"3",600,-0.63,1.12
38,56,0,"3",600,-0.63,1.12
38,56,1,"3",600,-0.63,1.12
35,56,1,"3",600,-0.63,1.12
39,56,0,"3",600,-0.63,1.12
36,56,0,"3",600,-0.63,1.12
41,56,0,"3",600,-0.63,1.12
29,56,1,"3",600,-0.63,1.12
40,56,0,"3",600,-0.63,1.12
30,56,1,"3",600,-0.63,1.12
39,56,1,"3",600,-0.63,1.12
34,56,1,"3",600,-0.63,1.12
33,56,0,"3",600,-0.63,1.12
32,56,1,"3",600,-0.63,1.12
37,56,0,"3",600,-0.63,1.12
32,56,0,"3",600,-0.63,1.12
30,56,1,"3",600,-0.63,1.12
31,56,0,"3",600,-0.63,1.12
32,56,1,"3",600,-0.63,1.12
25,56,1,"3",600,-0.63,1.12
33,56,1,"3",600,-0.63,1.12
32,56,0,"3",600,-0.63,1.12
37,56,0,"3",600,-0.63,1.12
26,56,0,"3",600,-0.63,1.12
39,56,0,"3",600,-0.63,1.12
32,56,1,"3",600,-0.63,1.12
35,56,1,"3",600,-0.63,1.12
28,56,0,"3",600,-0.63,1.12
29,56,0,"3",600,-0.63,1.12
31,56,1,"3",600,-0.63,1.12
39,56,0,"3",600,-0.63,1.12
31,56,1,"3",600,-0.63,1.12
33,56,0,"3",600,-0.63,1.12
38,56,1,"3",600,-0.63,1.12
42,56,0,"3",200,0.76,-0.68
27,56,0,"3",200,0.76,-0.68
33,56,1,"3",200,0.76,-0.68
42,56,0,"3",200,0.76,-0.68
42,56,0,"3",200,0.76,-0.68
29,56,0,"3",200,0.76,-0.68
34,56,1,"3",200,0.76,-0.68
34,56,0,"3",200,0.76,-0.68
37,56,1,"3",200,0.76,-0.68
36,56,0,"3",200,0.76,-0.68
34,56,1,"3",200,0.76,-0.68
35,56,0,"3",200,0.76,-0.68
33,56,0,"3",200,0.76,-0.68
29,56,1,"3",200,0.76,-0.68
30,56,0,"3",200,0.76,-0.68
29,56,1,"3",200,0.76,-0.68
37,56,1,"3",200,0.76,-0.68
31,56,0,"3",1500,0.96,0.41
28,56,1,"3",1500,0.96,0.41
31,56,1,"3",1500,0.96,0.41
32,56,0,"3",1500,0.96,0.41
26,56,0,"3",1500,0.96,0.41
29,56,0,"3",1500,0.96,0.41
30,56,0,"3",1500,0.96,0.41
31,56,0,"3",1500,0.96,0.41
29,56,1,"3",1500,0.96,0.41
33,56,1,"3",1500,0.96,0.41
28,56,1,"3",1500,0.96,0.41
35,56,1,"3",1500,0.96,0.41
30,56,1,"3",1500,0.96,0.41
36,56,1,"3",1500,0.96,0.41
33,56,0,"3",1500,0.96,0.41
40,56,1,"3",1500,0.96,0.41
25,56,0,"3",1500,0.96,0.41
39,56,0,"3",1500,0.96,0.41
36,56,1,"3",1500,0.96,0.41
36,56,1,"3",1500,0.96,0.41
34,56,0,"3",1500,0.96,0.41
28,56,0,"3",1500,0.96,0.41
33,56,1,"3",1500,0.96,0.41
33,56,0,"3",1500,0.96,0.41
30,56,0,"3",1500,0.96,0.41
34,56,0,"3",1500,0.96,0.41
32,56,0,"3",1500,0.96,0.41
36,56,1,"3",1500,0.96,0.41
27,56,0,"3",1500,0.96,0.41
31,56,1,"3",1500,0.96,0.41
33,56,0,"3",1500,0.96,0.41
37,56,1,"3",1500,0.96,0.41
31,56,1,"3",1500,0.96,0.41
31,56,0,"3",1500,0.96,0.41
32,56,1,"3",1500,0.96,0.41
37,56,0,"3",1500,0.96,0.41
33,56,1,"3",1500,0.96,0.41
33,56,0,"3",1500,0.96,0.41
34,56,1,"3",1500,0.96,0.41
36,56,1,"3",1500,0.96,0.41
36,56,1,"3",1500,0.96,0.41
35,56,0,"3",1500,0.96,0.41
33,56,0,"3",1500,0.96,0.41
40,56,0,"3",1500,0.96,0.41
33,56,0,"3",1500,0.96,0.41
35,56,1,"3",1500,0.96,0.41
31,56,1,"3",1500,0.96,0.41
39,56,1,"3",1500,0.96,0.41
35,56,1,"3",1500,0.96,0.41
34,56,1,"3",1500,0.96,0.41
34,56,0,"3",1500,0.96,0.41
29,56,1,"3",1500,0.96,0.41
29,56,0,"3",1500,0.96,0.41
35,56,1,"3",1500,0.96,0.41
35,56,0,"3",1500,0.96,0.41
39,56,0,"3",1500,0.96,0.41
38,56,0,"3",1500,0.96,0.41
40,56,1,"3",1500,0.96,0.41
34,56,1,"3",1500,0.96,0.41
38,56,1,"3",1500,0.96,0.41
36,56,1,"3",1500,0.96,0.41
32,56,0,"3",1500,0.96,0.41
33,56,1,"3",1500,0.96,0.41
37,56,0,"3",1500,0.96,0.41
33,56,0,"3",1500,0.96,0.41
38,56,0,"3",1500,0.96,0.41
41,56,1,"3",1500,0.96,0.41
42,56,1,"3",1500,0.96,0.41
32,56,0,"3",1500,0.96,0.41
38,56,0,"3",1500,0.96,0.41
37,56,1,"3",1500,0.96,0.41
40,56,1,"3",1500,0.96,0.41
37,56,1,"3",1500,0.96,0.41
39,56,0,"3",1500,0.96,0.41
41,56,1,"3",1500,0.96,0.41
39,56,1,"3",1500,0.96,0.41
31,56,0,"3",1500,0.96,0.41
34,56,1,"3",1500,0.96,0.41
35,56,1,"3",1500,0.96,0.41
41,56,1,"3",1500,0.96,0.41
37,56,0,"3",1500,0.96,0.41
39,56,0,"3",1500,0.96,0.41
33,56,1,"3",1500,0.96,0.41
39,56,1,"3",1500,0.96,0.41
30,56,0,"3",1500,0.96,0.41
35,56,0,"3",1500,0.96,0.41
36,56,0,"3",1500,0.96,0.41
40,56,1,"3",1500,0.96,0.41
29,56,0,"3",1500,0.96,0.41
35,56,1,"3",1500,0.96,0.41
36,56,1,"3",1500,0.96,0.41
46,56,1,"3",1500,0.96,0.41
30,56,0,"3",1500,0.96,0.41
35,56,0,"3",1500,0.96,0.41
37,56,0,"3",1500,0.96,0.41
41,56,1,"3",1500,0.96,0.41
30,56,1,"3",1500,0.96,0.41
42,56,1,"3",1500,0.96,0.41
40,56,0,"3",1500,0.96,0.41
37,56,1,"2",200,0.44,-0.96
37,56,1,"2",200,0.44,-0.96
36,56,0,"2",200,0.44,-0.96
34,56,0,"2",200,0.44,-0.96
38,56,0,"2",200,0.44,-0.96
28,56,1,"2",200,0.44,-0.96
36,56,0,"2",200,0.44,-0.96
36,56,1,"2",200,0.44,-0.96
41,56,0,"2",200,0.44,-0.96
33,56,0,"2",200,0.44,-0.96
36,56,1,"2",200,0.44,-0.96
34,56,0,"2",200,0.44,-0.96
35,56,0,"2",200,0.44,-0.96
31,56,0,"2",200,0.44,-0.96
39,56,1,"2",200,0.44,-0.96
39,56,1,"2",200,0.44,-0.96
37,56,1,"2",200,0.44,-0.96
29,56,0,"2",200,0.44,-0.96
41,56,1,"2",200,0.44,-0.96
32,56,0,"2",1000,-0.32,2.58
39,56,0,"2",1000,-0.32,2.58
31,56,0,"2",1000,-0.32,2.58
30,56,0,"2",1000,-0.32,2.58
33,56,0,"2",1000,-0.32,2.58
39,56,0,"2",1000,-0.32,2.58
26,56,0,"2",1000,-0.32,2.58
38,56,0,"2",1000,-0.32,2.58
36,56,0,"2",1000,-0.32,2.58
41,56,0,"2",1000,-0.32,2.58
40,56,0,"2",1000,-0.32,2.58
41,56,0,"2",1000,-0.32,2.58
34,56,0,"2",1000,-0.32,2.58
37,56,0,"1",100,-0.57,-0.25
32,56,0,"1",100,-0.57,-0.25
40,56,1,"1",100,-0.57,-0.25
39,56,1,"1",100,-0.57,-0.25
35,56,1,"1",100,-0.57,-0.25
33,56,0,"1",100,-0.57,-0.25
33,56,1,"1",100,-0.57,-0.25
36,56,1,"1",100,-0.57,-0.25
41,56,1,"1",100,-0.57,-0.25
38,56,1,"1",100,-0.57,-0.25
37,56,0,"1",100,-0.57,-0.25
38,56,1,"1",100,-0.57,-0.25
38,56,1,"1",100,-0.57,-0.25
34,56,1,"3",300,-1.56,-0.93
38,56,0,"3",300,-1.56,-0.93
33,56,0,"3",300,-1.56,-0.93
36,56,1,"3",300,-1.56,-0.93
30,56,0,"3",300,-1.56,-0.93
32,56,0,"3",300,-1.56,-0.93
36,56,0,"3",300,-1.56,-0.93
41,56,0,"3",300,-1.56,-0.93
30,56,1,"3",300,-1.56,-0.93
39,56,0,"3",300,-1.56,-0.93
38,56,1,"3",300,-1.56,-0.93
40,56,1,"3",300,-1.56,-0.93
37,56,1,"3",300,-1.56,-0.93
38,56,0,"3",300,-1.56,-0.93
25,56,1,"3",300,-1.56,-0.93
35,56,1,"3",300,-1.56,-0.93
27,56,0,"3",300,-1.56,-0.93
34,56,0,"3",300,-1.56,-0.93
36,56,0,"3",300,-1.56,-0.93
40,56,0,"3",300,-1.56,-0.93
33,56,0,"3",300,-1.56,-0.93
35,56,1,"3",300,-1.56,-0.93
33,56,1,"3",300,-1.56,-0.93
35,56,1,"3",300,-1.56,-0.93
29,56,1,"3",300,-1.56,-0.93
34,56,0,"3",300,-1.56,-0.93
34,56,0,"3",300,-1.56,-0.93
34,56,1,"3",300,-1.56,-0.93
35,56,1,"3",300,-1.56,-0.93
38,56,1,"3",300,-1.56,-0.93
34,56,0,"3",300,-1.56,-0.93
39,56,0,"3",300,-1.56,-0.93
25,56,1,"3",300,-1.56,-0.93
32,56,1,"3",300,-1.56,-0.93
34,56,0,"3",300,-1.56,-0.93
30,56,1,"1",600,0.11,-0.3
29,56,1,"1",600,0.11,-0.3
36,56,0,"1",600,0.11,-0.3
34,56,1,"1",600,0.11,-0.3
42,56,0,"1",600,0.11,-0.3
34,56,1,"1",600,0.11,-0.3
37,56,1,"1",600,0.11,-0.3
34,56,1,"1",600,0.11,-0.3
43,56,0,"1",600,0.11,-0.3
31,56,0,"1",600,0.11,-0.3
35,56,0,"1",600,0.11,-0.3
34,56,1,"1",600,0.11,-0.3
34,56,0,"1",600,0.11,-0.3
31,56,1,"1",600,0.11,-0.3
29,56,1,"1",600,0.11,-0.3
33,56,1,"1",600,0.11,-0.3
36,56,1,"1",600,0.11,-0.3
32,56,0,"1",600,0.11,-0.3
40,56,1,"1",600,0.11,-0.3
36,56,1,"1",600,0.11,-0.3
40,56,1,"1",600,0.11,-0.3
32,56,0,"1",600,0.11,-0.3
33,56,1,"1",600,0.11,-0.3
29,56,0,"1",600,0.11,-0.3
34,56,0,"1",600,0.11,-0.3
27,56,1,"1",600,0.11,-0.3
33,56,1,"1",600,0.11,-0.3
35,56,0,"1",600,0.11,-0.3
38,56,0,"1",600,0.11,-0.3
33,56,1,"1",600,0.11,-0.3
30,56,0,"1",600,0.11,-0.3
32,56,0,"1",600,0.11,-0.3
40,56,0,"1",600,0.11,-0.3
31,56,0,"1",600,0.11,-0.3
32,56,0,"1",600,0.11,-0.3
36,56,1,"1",600,0.11,-0.3
36,56,1,"1",600,0.11,-0.3
27,56,1,"1",600,0.11,-0.3
36,56,0,"1",600,0.11,-0.3
41,56,1,"1",600,0.11,-0.3
40,56,0,"1",600,0.11,-0.3
34,56,1,"1",600,0.11,-0.3
36,56,1,"1",600,0.11,-0.3
33,56,1,"1",600,0.11,-0.3
33,56,1,"1",600,0.11,-0.3
30,56,0,"1",600,0.11,-0.3
31,56,0,"1",600,0.11,-0.3
35,56,1,"1",600,0.11,-0.3
33,56,0,"1",600,0.11,-0.3
30,56,0,"1",600,1.96,-0.2
35,56,1,"1",600,1.96,-0.2
35,56,1,"1",600,1.96,-0.2
37,56,0,"1",600,1.96,-0.2
36,56,1,"1",600,1.96,-0.2
35,56,0,"1",600,1.96,-0.2
36,56,1,"1",600,1.96,-0.2
38,56,0,"1",600,1.96,-0.2
32,56,0,"1",600,1.96,-0.2
35,56,1,"1",600,1.96,-0.2
35,56,1,"1",600,1.96,-0.2
38,56,0,"1",600,1.96,-0.2
28,56,0,"1",600,1.96,-0.2
39,56,1,"1",600,1.96,-0.2
27,56,0,"1",600,1.96,-0.2
29,56,0,"1",600,1.96,-0.2
32,56,0,"1",600,1.96,-0.2
34,56,0,"1",600,1.96,-0.2
32,56,0,"1",600,1.96,-0.2
31,56,0,"1",600,1.96,-0.2
34,56,0,"1",600,1.96,-0.2
34,56,0,"1",600,1.96,-0.2
31,56,0,"1",600,1.96,-0.2
36,56,1,"1",600,1.96,-0.2
34,56,1,"1",600,1.96,-0.2
26,56,0,"1",200,1.63,-0.29
33,56,0,"1",200,1.63,-0.29
37,56,0,"1",200,1.63,-0.29
34,56,0,"1",200,1.63,-0.29
32,56,1,"1",200,1.63,-0.29
38,56,1,"1",200,1.63,-0.29
37,56,0,"1",200,1.63,-0.29
34,56,1,"1",200,1.63,-0.29
32,56,1,"1",200,1.63,-0.29
41,56,0,"1",200,1.63,-0.29
36,56,1,"1",200,1.63,-0.29
35,56,1,"1",200,1.63,-0.29
34,56,0,"1",200,1.63,-0.29
34,56,1,"1",200,1.63,-0.29
38,56,1,"1",200,1.63,-0.29
33,56,1,"1",200,1.63,-0.29
35,56,0,"1",200,1.63,-0.29
33,56,0,"1",200,1.63,-0.29
34,56,0,"3",500,0.26,-0.13
30,56,0,"3",500,0.26,-0.13
34,56,1,"3",500,0.26,-0.13
32,56,1,"3",500,0.26,-0.13
38,56,1,"3",500,0.26,-0.13
33,56,1,"3",500,0.26,-0.13
34,56,0,"3",500,0.26,-0.13
37,56,0,"3",500,0.26,-0.13
35,56,1,"3",500,0.26,-0.13
35,56,1,"3",500,0.26,-0.13
32,56,1,"3",500,0.26,-0.13
38,56,1,"3",500,0.26,-0.13
36,56,0,"3",500,0.26,-0.13
28,56,0,"3",500,0.26,-0.13
42,56,0,"3",500,0.26,-0.13
33,56,1,"3",500,0.26,-0.13
40,56,1,"3",500,0.26,-0.13
33,56,0,"3",500,0.26,-0.13
34,56,1,"3",500,0.26,-0.13
37,56,1,"3",500,0.26,-0.13
33,56,1,"3",500,0.26,-0.13
34,56,1,"3",500,0.26,-0.13
36,56,0,"3",500,0.26,-0.13
37,56,0,"3",500,0.26,-0.13
42,56,0,"3",500,0.26,-0.13
34,56,1,"3",500,0.26,-0.13
37,56,0,"3",500,0.26,-0.13
37,56,1,"3",500,0.26,-0.13
41,56,0,"3",500,0.26,-0.13
33,56,1,"3",500,0.26,-0.13
36,56,1,"3",500,0.26,-0.13
31,56,1,"3",500,0.26,-0.13
29,56,0,"3",500,0.26,-0.13
30,56,0,"3",500,0.26,-0.13
33,56,0,"3",500,0.26,-0.13
27,56,1,"3",500,0.26,-0.13
35,56,1,"3",500,0.26,-0.13
28,56,1,"3",500,0.26,-0.13
32,56,0,"3",500,0.26,-0.13
29,56,1,"3",500,0.26,-0.13
39,56,1,"3",500,0.26,-0.13
27,56,1,"3",500,0.26,-0.13
25,56,0,"3",500,0.26,-0.13
34,56,1,"3",500,0.26,-0.13
30,56,0,"3",500,0.26,-0.13
36,56,0,"3",500,0.26,-0.13
33,56,0,"3",500,0.26,-0.13
35,56,1,"3",500,0.26,-0.13
34,56,1,"3",500,0.26,-0.13
29,56,1,"3",500,0.26,-0.13
33,56,0,"3",500,0.26,-0.13
31,56,1,"3",500,0.26,-0.13
